字,辅码
𰈉,ko
𰈊,kh
𰈋,ki
𰈌,db
𰈍,ka
𰈎,kx
𰈏,km
𰈐,kx
𰈑,cb
𰈒,kx
𰈓,km
𰈔,ku
𰈕,hb
𰈖,fb
𰈗,ub
𰈘,km
𰈙,kj
𰈚,kb
𰈛,lk
𰈜,pk
𰈝,kb
𰈞,ky
𰈟,tk
𰈠,xb
𰈡,kw
𰈢,kd
𰈣,ko
𰈤,kl
𰈥,kx
𰈦,km
𰈧,vk
𰈨,kf
𰈩,tj
𰈪,kx
𰈫,ag
𰈬,kn
𰈭,kh
𰈮,ku
𰈯,kq
𰈰,ky
𰈱,kq
𰈲,kf
𰈴,gb
𰈵,bb
𰈶,kc
𰈷,lb
𰈸,ku
𰈹,kx
𰈺,tk
𰈻,kb
𰈼,ky
𰈽,wa
𰈾,kn
𰈿,ku
𰉀,kb
𰉁,ky
𰉂,kw
𰉃,kc
𰉄,kb
𰉅,ku
𰉆,kd
𰉇,to
𰉈,yg
𰉉,ky
𰉊,ku
𰉋,kt
𰉌,kx
𰉍,wv
𰉎,wp
𰉏,wv
𰉐,ss
𰉑,wg
𰉒,dk
𰉓,wg
𰉔,wy
𰉕,tv
𰉖,tk
𰉗,tb
𰉘,tw
𰉙,tx
𰉚,tj
𰉛,yt
𰉜,tv
𰉝,tm
𰉞,tl
𰉟,tb
𰉠,ty
𰉡,td
𰉢,lt
𰉣,tf
𰉤,pt
𰉥,tj
𰉦,to
𰉧,it
𰉩,tl
𰉪,tu
𰉫,te
𰉬,td
𰉭,to
𰉮,tu
𰉯,it
𰉰,tr
𰉱,tq
𰉲,te
𰉳,tj
𰉴,tl
𰉵,tm
𰉶,tk
𰉷,tt
𰉸,wt
𰉹,at
𰉺,tm
𰉻,ty
𰉼,ot
𰉽,tz
𰉾,tw
𰉿,yt
𰊀,nt
𰊁,ti
𰊂,tj
𰊃,tm
𰊄,to
𰊅,td
𰊆,tu
𰊇,dt
𰊈,lt
𰊉,dt
𰊊,ty
𰊋,tn
𰊌,tt
𰊍,ty
𰊎,uk
𰊏,ta
𰊐,tw
𰊑,tm
𰊒,tg
𰊓,td
𰊔,tx
𰊕,tk
𰊖,dt
𰊗,tt
𰊘,tx
𰊙,tt
𰊚,tt
𰊛,tb
𰊜,tb
𰊝,ta
𰊞,tk
𰊟,tl
𰊠,tj
𰊡,tj
𰊢,dt
𰊣,dt
𰊤,gt
𰊥,tk
𰊦,tk
𰊧,ta
𰊨,ta
𰊩,kt
𰊪,kt
𰊫,ty
𰊬,tx
𰊭,zt
𰊮,tt
𰊯,rt
𰊰,tb
𰊱,ty
𰊲,yt
𰊳,ty
𰊴,yt
𰊵,tl
𰊶,ct
𰊷,td
𰊸,tw
𰊹,ty
𰊺,to
𰊻,tb
𰊼,to
𰊽,kt
𰊾,th
𰊿,yt
𰋀,tt
𰋁,bt
𰋂,ty
𰋃,ty
𰋄,tg
𰋅,tc
𰋆,th
𰋇,ta
𰋈,tb
𰋉,ta
𰋊,bj
𰋋,td
𰋌,tg
𰋍,tw
𰋎,wu
𰋏,bw
𰋐,xj
𰋑,xg
𰋒,xx
𰋓,xz
𰋔,xt
𰋕,xu
𰋖,mx
𰋗,al
𰋘,bx
𰋙,kr
𰋚,gd
𰋛,di
𰋜,dx
𰋝,jd
𰋞,dv
𰋟,tt
𰋠,it
𰋡,tv
𰋢,dl
𰋣,pf
𰋤,dy
𰋥,hd
𰋦,dj
𰋧,hd
𰋨,wd
𰋩,tt
𰋪,tl
𰋫,qd
𰋬,gd
𰋭,tu
𰋮,tv
𰋯,tf
𰋰,dd
𰋱,cd
𰋲,dk
𰋳,dq
𰋴,vd
𰋵,nd
𰋶,nl
𰋷,xn
𰋸,np
𰋹,nv
𰋺,nh
𰋻,nu
𰋼,ny
𰋽,in
𰋾,nu
𰋿,nb
𰌀,cn
𰌁,nj
𰌂,nb
𰌃,nv
𰌄,nd
𰌅,fn
𰌆,in
𰌇,nb
𰌈,nq
𰌉,nd
𰌊,nw
𰌋,nm
𰌌,tn
𰌍,ny
𰌎,nk
𰌏,no
𰌐,nu
𰌑,kn
𰌒,nx
𰌓,nj
𰌔,nd
𰌕,mj
𰌖,nm
𰌗,nd
𰌘,tn
𰌙,nb
𰌚,fn
𰌛,nd
𰌜,zc
𰌝,zq
𰌞,ez
𰌟,zy
𰌠,zv
𰌡,zy
𰌢,zi
𰌣,zu
𰌤,zs
𰌥,zd
𰌦,zy
𰌧,ze
𰌨,zo
𰌩,lz
𰌪,zb
𰌫,zu
𰌬,zo
𰌭,zp
𰌮,ux
𰌯,zx
𰌰,bz
𰌱,uz
𰌲,lz
𰌳,bv
𰌴,bs
𰌵,bi
𰌶,bb
𰌷,bw
𰌸,by
𰌹,bc
𰌺,be
𰌻,bt
𰌼,bb
𰌽,bk
𰌾,bv
𰌿,bg
𰍀,bv
𰍁,bn
𰍂,bu
𰍃,be
𰍄,bu
𰍅,bi
𰍆,br
𰍇,ba
𰍈,bu
𰍉,bl
𰍊,bk
𰍋,bx
𰍌,bg
𰍍,bk
𰍎,fz
𰍏,bx
𰍐,bp
𰍑,ba
𰍒,ba
𰍓,bx
𰍔,bh
𰍕,by
𰍖,bk
𰍗,ba
𰍘,bo
𰍙,bu
𰍚,bx
𰍛,ul
𰍜,ba
𰍝,bz
𰍞,bw
𰍟,bk
𰍠,bo
𰍡,bl
𰍢,bg
𰍣,uq
𰍤,ld
𰍥,sc
𰍦,ea
𰍧,pl
𰍨,ld
𰍩,xr
𰍪,vx
𰍫,xy
𰍬,lu
𰍭,wu
𰍮,yn
𰍯,oy
𰍰,ua
𰍱,uv
𰍲,ul
𰍳,uh
𰍴,uv
𰍵,vi
𰍶,ud
𰍷,ux
𰍸,uv
𰍹,ui
𰍺,ud
𰍻,ut
𰍼,uc
𰍽,un
𰍾,uu
𰍿,ur
𰎀,iu
𰎁,um
𰎂,um
𰎃,ux
𰎄,ul
𰎅,uo
𰎆,uj
𰎇,ym
𰎈,cl
𰎉,ug
𰎊,qu
𰎋,uo
𰎌,ur
𰎍,uy
𰎎,ul
𰎏,ud
𰎐,uu
𰎑,uy
𰎒,ub
𰎓,ul
𰎔,uw
𰎕,db
𰎖,ud
𰎗,ud
𰎘,ud
𰎙,uj
𰎚,iu
𰎛,uy
𰎜,uf
𰎝,ui
𰎞,uy
𰎟,ur
𰎠,uy
𰎡,ud
𰎢,uw
𰎣,hu
𰎤,uj
𰎥,ut
𰎦,uq
𰎧,pu
𰎨,hu
𰎩,uz
𰎪,uo
𰎫,uq
𰎬,uu
𰎭,uj
𰎮,ux
𰎯,un
𰎰,uo
𰎱,uo
𰎲,uc
𰎳,ut
𰎴,uw
𰎵,un
𰎶,un
𰎷,uy
𰎸,uk
𰎹,uq
𰎺,ux
𰎻,uv
𰎼,uq
𰎽,uk
𰎾,uw
𰎿,ug
𰏀,ug
𰏁,ub
𰏂,uw
𰏃,id
𰏄,vu
𰏅,jz
𰏆,vy
𰏇,uv
𰏈,gg
𰏉,gj
𰏊,gs
𰏋,gk
𰏌,ux
𰏍,ut
𰏎,yy
𰏏,ys
𰏐,aj
𰏑,dj
𰏒,jj
𰏓,jw
𰏔,jj
𰏕,jj
𰏖,jf
𰏗,jj
𰏙,pj
𰏚,cc
𰏛,bt
𰏜,jn
𰏝,bb
𰏞,tj
𰏟,jj
𰏠,jz
𰏡,ux
𰏢,gu
𰏣,dp
𰏤,rk
𰏥,jn
𰏦,pp
𰏧,bn
𰏨,pp
𰏩,tg
𰏪,ag
𰏫,nk
𰏬,kp
𰏭,hg
𰏮,tm
𰏯,ye
𰏰,ya
𰏱,pw
𰏲,gm
𰏳,gu
𰏴,gg
𰏵,gg
𰏶,gy
𰏷,gm
𰏸,go
𰏹,gf
𰏺,gk
𰏻,gp
𰏼,gj
𰏽,gt
𰏾,gu
𰏿,gi
𰐀,gy
𰐁,go
𰐂,gx
𰐃,gm
𰐄,gt
𰐅,gb
𰐆,gt
𰐇,uc
𰐈,nc
𰐉,bc
𰐊,dk
𰐋,wk
𰐌,ac
𰐍,jg
𰐎,gg
𰐏,gy
𰐐,gk
𰐑,gb
𰐒,go
𰐓,ge
𰐔,gd
𰐕,bf
𰐖,fy
𰐗,gf
𰐘,gl
𰐙,gv
𰐚,gy
𰐛,gd
𰐜,ge
𰐝,ff
𰐞,gx
𰐟,gd
𰐠,yu
𰐡,wb
𰐢,zg
𰐣,el
𰐤,ue
𰐥,ef
𰐦,np
𰐧,lp
𰐨,bp
𰐩,vp
𰐪,wp
𰐫,mp
𰐬,ri
𰐭,rb
𰐮,ro
𰐯,ra
𰐰,rs
𰐱,ry
𰐲,ro
𰐳,ry
𰐴,rw
𰐵,rk
𰐶,rv
𰐷,ry
𰐸,rt
𰐹,rw
𰐺,vx
𰐻,jx
𰐼,rx
𰐽,fx
𰐾,xg
𰐿,xp
𰑀,yx
𰑁,xv
𰑂,xx
𰑃,xo
𰑄,xl
𰑅,xr
𰑆,nx
𰑇,by
𰑈,bx
𰑉,kx
𰑊,xs
𰑋,jx
𰑌,xr
𰑍,xl
𰑎,rx
𰑏,xb
𰑐,xl
𰑑,bx
𰑒,bx
𰑓,mx
𰑔,fx
𰑕,ix
𰑖,xn
𰑗,bu
𰑘,xy
𰑙,xd
𰑚,xc
𰑛,xq
𰑜,ix
𰑝,xr
𰑞,xx
𰑟,gx
𰑠,xa
𰑡,lx
𰑢,ux
𰑣,nx
𰑤,xs
𰑥,xo
𰑦,xa
𰑧,ix
𰑨,wx
𰑩,ax
𰑪,xd
𰑫,xx
𰑬,xb
𰑭,ux
𰑮,xw
𰑯,xx
𰑰,xl
𰑱,xz
𰑲,tx
𰑳,xg
𰑴,ab
𰑵,cx
𰑶,ox
𰑷,dx
𰑸,gx
𰑹,xd
𰑺,xu
𰑻,lx
𰑼,bx
𰑽,xb
𰑾,xl
𰑿,xx
𰒀,xm
𰒁,hv
𰒂,xx
𰒃,fx
𰒄,mx
𰒅,xe
𰒆,xl
𰒇,xo
𰒈,xe
𰒉,xy
𰒊,yx
𰒋,xg
𰒌,ex
𰒍,tx
𰒎,xa
𰒏,xq
𰒐,xo
𰒑,xh
𰒒,dx
𰒓,xi
𰒔,xl
𰒕,xg
𰒖,vx
𰒗,xx
𰒘,tx
𰒙,xr
𰒚,lk
𰒛,ax
𰒜,yu
𰒝,ub
𰒞,xv
𰒟,xo
𰒠,gx
𰒡,xk
𰒢,xd
𰒣,bx
𰒤,bg
𰒥,gg
𰒦,gd
𰒧,gy
𰒨,yg
𰒩,gu
𰒪,dg
𰒫,go
𰒬,vg
𰒭,gd
𰒮,gu
𰒯,kg
𰒰,wg
𰒱,vg
𰒲,ga
𰒳,gd
𰒴,hf
𰒵,hk
𰒶,hf
𰒷,fq
𰒸,fe
𰒹,fv
𰒺,fd
𰒻,ul
𰒼,fs
𰒽,fw
𰒾,fd
𰒿,fp
𰓀,fy
𰓁,ub
𰓂,ug
𰓃,uy
𰓄,fi
𰓅,uu
𰓆,fw
𰓇,uv
𰓈,uh
𰓉,wu
𰓊,fb
𰓋,fl
𰓌,fg
𰓍,ug
𰓎,uk
𰓏,uk
𰓐,fu
𰓑,uj
𰓒,ud
𰓓,fu
𰓔,fr
𰓕,fd
𰓖,uf
𰓗,fd
𰓘,ff
𰓙,iu
𰓚,uz
𰓛,gu
𰓜,fe
𰓝,fj
𰓞,fv
𰓟,fa
𰓠,fy
𰓡,fy
𰓢,fd
𰓣,fi
𰓤,fw
𰓥,fm
𰓦,uv
𰓧,fx
𰓨,fa
𰓩,fy
𰓪,uy
𰓫,fj
𰓬,fd
𰓭,fx
𰓮,fw
𰓯,uu
𰓰,ur
𰓱,ft
𰓲,ku
𰓳,fj
𰓴,fy
𰓵,uf
𰓶,hu
𰓷,fw
𰓸,fk
𰓺,fr
𰓻,fj
𰓼,ft
𰓽,uo
𰓾,fu
𰓿,fe
𰔀,ub
𰔁,fx
𰔂,fd
𰔃,uq
𰔄,iu
𰔅,ua
𰔆,fm
𰔇,fj
𰔈,fk
𰔉,fm
𰔊,ua
𰔋,fb
𰔌,uk
𰔍,fv
𰔎,fu
𰔏,fy
𰔐,uw
𰔑,uy
𰔒,ff
𰔓,fp
𰔔,fh
𰔕,tu
𰔖,fu
𰔗,fd
𰔘,fx
𰔙,uu
𰔚,ft
𰔛,fd
𰔜,fv
𰔝,fu
𰔞,fw
𰔟,uw
𰔠,fu
𰔡,fk
𰔢,fb
𰔣,fb
𰔤,fj
𰔥,qd
𰔦,ff
𰔧,ff
𰔨,fq
𰔩,fm
𰔪,fz
𰔫,fy
𰔬,fh
𰔭,fl
𰔮,fx
𰔯,fb
𰔰,ua
𰔱,fz
𰔲,fm
𰔳,fc
𰔴,ft
𰔵,fy
𰔶,ju
𰔷,ff
𰔸,fx
𰔹,fx
𰔺,fm
𰔻,fi
𰔼,fx
𰔽,uv
𰔾,rz
𰔿,uv
𰕀,vv
𰕁,vc
𰕂,vk
𰕃,ky
𰕄,qw
𰕅,qy
𰕆,fy
𰕇,sw
𰕈,yw
𰕉,ky
𰕊,vw
𰕋,xy
𰕌,rw
𰕍,fv
𰕎,ww
𰕏,bw
𰕐,bb
𰕑,rw
𰕒,xy
𰕓,bw
𰕔,rw
𰕕,lw
𰕖,ew
𰕗,pw
𰕘,hy
𰕙,gw
𰕚,uw
𰕛,gw
𰕜,vw
𰕝,wt
𰕞,ib
𰕟,ut
𰕠,bt
𰕡,yt
𰕢,ct
𰕣,kt
𰕤,vt
𰕥,kt
𰕦,ct
𰕧,ff
𰕨,fv
𰕩,fo
𰕪,fz
𰕫,fl
𰕬,fu
𰕭,fy
𰕮,fr
𰕯,fx
𰕰,lw
𰕱,ok
𰕲,lo
𰕳,oz
𰕴,oq
𰕵,ol
𰕶,ou
𰕷,oj
𰕸,ov
𰕹,ol
𰕺,os
𰕻,oj
𰕼,ou
𰕽,mo
𰕾,uo
𰕿,ox
𰖀,oi
𰖁,ou
𰖂,oe
𰖃,ro
𰖄,oe
𰖅,oe
𰖆,lo
𰖇,ox
𰖈,oy
𰖉,ob
𰖊,ov
𰖋,or
𰖌,ow
𰖍,od
𰖎,oi
𰖏,oi
𰖐,oy
𰖑,ot
𰖒,oo
𰖓,od
𰖔,oo
𰖕,om
𰖖,oy
𰖗,ro
𰖘,uo
𰖙,op
𰖚,on
𰖛,om
𰖜,oa
𰖝,ot
𰖞,oc
𰖟,ol
𰖠,ov
𰖡,ob
𰖢,ow
𰖣,oy
𰖤,oj
𰖥,oo
𰖦,ok
𰖧,of
𰖨,uy
𰖩,on
𰖪,og
𰖫,io
𰖬,ow
𰖭,oo
𰖮,og
𰖯,oo
𰖰,oy
𰖱,ou
𰖲,ro
𰖳,ox
𰖴,xo
𰖵,om
𰖶,om
𰖷,on
𰖸,ot
𰖹,og
𰖺,og
𰖻,oj
𰖼,oo
𰖽,ob
𰖾,oi
𰖿,ov
𰗀,bo
𰗁,qq
𰗂,yo
𰗃,bo
𰗄,lo
𰗅,od
𰗆,uo
𰗇,od
𰗈,uo
𰗉,ox
𰗊,ou
𰗋,oj
𰗌,od
𰗍,ou
𰗎,oc
𰗏,uw
𰗐,fr
𰗑,ya
𰗒,ay
𰗓,ag
𰗔,ya
𰗕,xa
𰗖,al
𰗗,an
𰗘,la
𰗙,ae
𰗚,ay
𰗛,af
𰗜,ia
𰗝,al
𰗞,xa
𰗟,ae
𰗠,aj
𰗡,ai
𰗢,ai
𰗣,wa
𰗤,ay
𰗥,al
𰗦,ad
𰗧,ba
𰗨,ac
𰗩,gm
𰗪,ka
𰗫,ai
𰗬,aq
𰗭,wa
𰗮,aa
𰗯,ag
𰗰,aa
𰗱,at
𰗲,aw
𰗳,gw
𰗴,av
𰗵,au
𰗶,at
𰗷,ba
𰗸,ai
𰗹,ab
𰗺,ab
𰗻,an
𰗼,au
𰗽,al
𰗾,aa
𰗿,ra
𰘀,aj
𰘁,ae
𰘂,ad
𰘃,ay
𰘄,an
𰘅,ak
𰘆,az
𰘇,ag
𰘈,ai
𰘉,wy
𰘊,gu
𰘋,gb
𰘌,aj
𰘍,ao
𰘎,ab
𰘏,aa
𰘐,vw
𰘑,ma
𰘒,na
𰘓,ca
𰘔,ay
𰘕,ay
𰘖,au
𰘗,aw
𰘘,ax
𰘙,ai
𰘚,al
𰘛,ag
𰘜,ak
𰘝,ab
𰘞,xd
𰘟,ap
𰘠,aj
𰘡,fa
𰘢,ay
𰘣,aj
𰘤,ua
𰘥,au
𰘦,ww
𰘧,ay
𰘨,ta
𰘩,ab
𰘪,gf
𰘫,ao
𰘬,gx
𰘭,va
𰘮,aa
𰘯,ak
𰘰,ab
𰘱,ga
𰘲,aw
𰘳,ab
𰘴,ah
𰘵,am
𰘶,ah
𰘷,at
𰘸,aw
𰘹,ab
𰘺,ad
𰘻,ad
𰘼,qa
𰘽,ah
𰘾,ua
𰘿,af
𰙀,aa
𰙁,gd
𰙂,yy
𰙃,rg
𰙄,pa
𰙅,ia
𰙆,au
𰙇,uu
𰙈,pa
𰙉,ll
𰙊,jq
𰙋,wq
𰙌,wq
𰙍,tq
𰙎,qq
𰙏,oq
𰙐,bq
𰙑,yq
𰙒,uq
𰙓,rq
𰙔,vq
𰙕,mq
𰙖,fq
𰙗,vq
𰙘,rq
𰙙,wq
𰙚,dv
𰙛,vd
𰙜,dv
𰙝,vw
𰙞,vw
𰙟,jv
𰙠,bv
𰙡,vb
𰙢,pv
𰙣,vm
𰙤,vv
𰙥,vy
𰙦,gv
𰙧,kv
𰙨,yv
𰙩,dv
𰙪,wv
𰙫,vg
𰙬,lv
𰙭,vv
𰙮,pv
𰙯,vl
𰙰,vg
𰙱,vt
𰙲,wv
𰙳,ev
𰙴,gv
𰙵,vk
𰙶,bv
𰙷,wv
𰙸,vu
𰙹,vx
𰙺,vv
𰙻,lv
𰙼,ds
𰙽,dl
𰙾,dw
𰙿,du
𰚀,dx
𰚁,du
𰚂,db
𰚃,tu
𰚄,wu
𰚅,bu
𰚆,uu
𰚇,wu
𰚈,tu
𰚉,tu
𰚊,yu
𰚋,dk
𰚌,by
𰚍,mm
𰚎,mb
𰚏,bm
𰚐,ms
𰚑,mf
𰚒,mu
𰚓,my
𰚔,bm
𰚕,mk
𰚖,gm
𰚗,bm
𰚘,mz
𰚙,ml
𰚚,mk
𰚛,mc
𰚜,mz
𰚝,mk
𰚞,fm
𰚟,mc
𰚠,bm
𰚡,mu
𰚢,lm
𰚣,mm
𰚤,xm
𰚥,hm
𰚦,mm
𰚧,mm
𰚨,lm
𰚩,im
𰚪,lm
𰚫,wm
𰚬,mb
𰚭,xm
𰚮,mm
𰚯,xm
𰚰,lm
𰚱,ym
𰚲,mg
𰚳,wm
𰚴,md
𰚵,gm
𰚶,em
𰚷,jt
𰚸,ym
𰚹,ym
𰚺,iu
𰚻,qb
𰚼,qy
𰚽,qw
𰚾,qw
𰚿,qo
𰛀,qk
𰛁,qg
𰛂,qe
𰛃,qo
𰛄,al
𰛅,lv
𰛆,pu
𰛇,dc
𰛈,du
𰛉,dm
𰛊,dm
𰛋,uc
𰛌,dl
𰛍,dy
𰛎,df
𰛏,dr
𰛐,uq
𰛑,dv
𰛒,dd
𰛓,ds
𰛔,dd
𰛕,au
𰛖,du
𰛗,db
𰛘,uu
𰛙,ou
𰛚,dc
𰛛,dr
𰛜,dl
𰛝,dy
𰛞,dl
𰛟,db
𰛠,db
𰛡,du
𰛢,dt
𰛣,fu
𰛤,de
𰛥,dj
𰛦,dx
𰛧,dx
𰛨,db
𰛩,dm
𰛪,wu
𰛫,dp
𰛬,dr
𰛭,dt
𰛮,dx
𰛯,de
𰛰,dg
𰛱,dq
𰛲,dq
𰛳,dv
𰛴,dq
𰛵,da
𰛶,dz
𰛷,dx
𰛸,dv
𰛹,dx
𰛺,do
𰛻,dh
𰛼,uy
𰛽,dy
𰛾,lu
𰛿,dy
𰜀,do
𰜁,ub
𰜂,zu
𰜃,dk
𰜄,dp
𰜅,ru
𰜆,uo
𰜇,ul
𰜈,dt
𰜉,hu
𰜊,wu
𰜋,dy
𰜌,dd
𰜍,db
𰜎,dl
𰜏,uy
𰜐,dj
𰜑,dy
𰜒,dm
𰜓,dc
𰜔,do
𰜕,dm
𰜖,dm
𰜗,dk
𰜘,da
𰜙,dl
𰜚,da
𰜛,da
𰜜,da
𰜝,dl
𰜞,dy
𰜟,dk
𰜠,dg
𰜡,df
𰜢,db
𰜣,dy
𰜤,dw
𰜥,dw
𰜦,dv
𰜧,dk
𰜨,dz
𰜩,dx
𰜪,do
𰜫,dk
𰜬,du
𰜭,dk
𰜮,de
𰜯,dl
𰜰,dy
𰜱,do
𰜲,do
𰜳,dn
𰜴,df
𰜵,dt
𰜶,dk
𰜷,dd
𰜸,dk
𰜹,dw
𰜺,dl
𰜻,do
𰜼,dy
𰜽,dm
𰜾,by
𰜿,dm
𰝀,dv
𰝁,dc
𰝂,dx
𰝃,df
𰝄,dn
𰝅,dk
𰝆,di
𰝇,dr
𰝈,db
𰝉,bu
𰝊,do
𰝋,dx
𰝌,dz
𰝍,di
𰝎,dd
𰝏,di
𰝐,df
𰝑,di
𰝒,de
𰝓,du
𰝔,dk
𰝕,dm
𰝖,dx
𰝗,do
𰝘,di
𰝙,do
𰝚,do
𰝛,dt
𰝜,dq
𰝝,dm
𰝞,db
𰝟,dy
𰝠,dy
𰝡,do
𰝢,ds
𰝣,dk
𰝤,dy
𰝥,dd
𰝦,dg
𰝧,da
𰝨,dx
𰝩,dh
𰝪,do
𰝫,dh
𰝬,do
𰝭,du
𰝮,du
𰝯,dr
𰝰,dm
𰝱,df
𰝲,dx
𰝳,dl
𰝴,dx
𰝵,dy
𰝶,hl
𰝷,hg
𰝸,ch
𰝺,hj
𰝻,qh
𰝼,hz
𰝽,yh
𰝾,hi
𰝿,hw
𰞀,vh
𰞁,bh
𰞂,kh
𰞃,hb
𰞄,yh
𰞅,yh
𰞆,bj
𰞇,hf
𰞈,ud
𰞉,hl
𰞊,th
𰞋,hj
𰞌,hq
𰞍,he
𰞎,rh
𰞏,hc
𰞐,ph
𰞑,hb
𰞒,hv
𰞓,wh
𰞔,hk
𰞕,qh
𰞖,qh
𰞗,ha
𰞘,rh
𰞙,wh
𰞚,wh
𰞛,hg
𰞜,lh
𰞝,he
𰞞,eh
𰞟,fh
𰞠,fh
𰞡,uh
𰞢,hy
𰞣,hv
𰞤,ht
𰞥,hh
𰞦,hp
𰞧,oh
𰞨,jh
𰞩,hm
𰞪,hw
𰞫,uh
𰞬,ht
𰞭,hd
𰞮,ht
𰞯,ch
𰞰,wh
𰞱,hj
𰞲,wh
𰞳,hy
𰞴,fh
𰞵,hy
𰞶,bh
𰞷,hp
𰞸,he
𰞹,dh
𰞺,hw
𰞻,hb
𰞼,fh
𰞽,ah
𰞾,hk
𰞿,vh
𰟀,oh
𰟁,hk
𰟂,hh
𰟃,ho
𰟄,hk
𰟅,gh
𰟆,gh
𰟇,fh
𰟈,oh
𰟉,oh
𰟊,xh
𰟋,hy
𰟌,th
𰟍,hx
𰟎,hg
𰟏,hm
𰟐,hw
𰟑,gh
𰟒,hy
𰟓,hr
𰟔,hk
𰟕,hz
𰟖,hq
𰟗,rh
𰟘,hj
𰟙,ha
𰟚,th
𰟛,ah
𰟜,ht
𰟝,ch
𰟞,th
𰟟,hw
𰟠,dh
𰟡,hw
𰟢,hj
𰟣,ah
𰟤,hh
𰟥,dh
𰟦,hx
𰟧,he
𰟨,hv
𰟩,rh
𰟪,hu
𰟫,hk
𰟬,hm
𰟭,hh
𰟮,dh
𰟯,ht
𰟰,hb
𰟱,kh
𰟲,hd
𰟳,yh
𰟴,ld
𰟵,hq
𰟶,uu
𰟷,bh
𰟸,hr
𰟹,eh
𰟺,ha
𰟻,hw
𰟼,vy
𰟽,vk
𰟾,vy
𰟿,vo
𰠀,va
𰠁,lv
𰠂,vu
𰠃,wv
𰠄,vu
𰠅,vu
𰠆,vc
𰠇,py
𰠈,vg
𰠉,vu
𰠊,vu
𰠋,fl
𰠌,fd
𰠍,fy
𰠎,pu
𰠏,py
𰠐,pw
𰠑,pu
𰠒,pk
𰠓,pb
𰠔,pw
𰠕,pu
𰠖,pk
𰠗,lz
𰠘,lz
𰠙,pv
𰠚,pf
𰠛,pj
𰠜,pb
𰠝,py
𰠞,pg
𰠟,po
𰠠,yx
𰠡,yf
𰠢,yk
𰠣,ny
𰠤,yk
𰠥,yb
𰠦,ny
𰠧,kn
𰠨,un
𰠩,nv
𰠪,nv
𰠫,nx
𰠬,nv
𰠭,nw
𰠮,ny
𰠯,ng
𰠰,nh
𰠱,nr
𰠲,nj
𰠳,nv
𰠴,nw
𰠵,nl
𰠶,nc
𰠷,nl
𰠸,nk
𰠹,nq
𰠺,sn
𰠻,nt
𰠼,nb
𰠽,zq
𰠾,qq
𰠿,qf
𰡀,yq
𰡁,ql
𰡂,qs
𰡃,qw
𰡄,qu
𰡅,qs
𰡆,qy
𰡇,qb
𰡈,qq
𰡉,qy
𰡊,ql
𰡋,qi
𰡌,qv
𰡍,qd
𰡎,ql
𰡏,qn
𰡐,qb
𰡑,qt
𰡒,qx
𰡓,qy
𰡔,qt
𰡕,qt
𰡖,qm
𰡗,qb
𰡘,qb
𰡙,qo
𰡚,qq
𰡛,qc
𰡜,qy
𰡝,qo
𰡞,qb
𰡟,qd
𰡠,qy
𰡡,qj
𰡢,qn
𰡣,qw
𰡤,qh
𰡥,qb
𰡦,wy
𰡧,kq
𰡨,qy
𰡩,qt
𰡪,gj
𰡫,qm
𰡬,qu
𰡭,wj
𰡮,wb
𰡯,wg
𰡰,wi
𰡱,wn
𰡲,wy
𰡳,yd
𰡴,wv
𰡵,wu
𰡶,wb
𰡷,we
𰡸,yw
𰡹,wx
𰡺,wl
𰡻,wx
𰡼,wa
𰡽,wc
𰡾,wn
𰡿,yj
𰢀,wx
𰢁,wr
𰢂,wm
𰢃,xy
𰢄,wb
𰢅,wt
𰢆,wx
𰢇,wx
𰢈,wv
𰢉,ww
𰢊,yy
𰢋,wk
𰢌,wu
𰢍,gy
𰢎,wa
𰢏,we
𰢐,wv
𰢑,wo
𰢒,ey
𰢓,wb
𰢔,wr
𰢕,wa
𰢖,wj
𰢗,wf
𰢘,wu
𰢙,wc
𰢚,we
𰢛,vl
𰢜,gb
𰢝,gl
𰢞,gj
𰢟,hg
𰢠,gj
𰢡,jg
𰢢,ww
𰢣,wc
𰢤,bw
𰢥,xw
𰢦,mw
𰢧,gx
𰢨,go
𰢩,gl
𰢪,cv
𰢫,uu
𰢬,uk
𰢭,uk
𰢮,lu
𰢯,uj
𰢰,wy
𰢱,yy
𰢲,by
𰢳,sd
𰢴,at
𰢵,kt
𰢶,tk
𰢷,by
𰢸,it
𰢹,tk
𰢺,tb
𰢻,yw
𰢼,ty
𰢽,tw
𰢾,wr
𰢿,tk
𰣀,tu
𰣁,tk
𰣂,jr
𰣃,xt
𰣄,lj
𰣅,mt
𰣆,jk
𰣇,ft
𰣈,xy
𰣉,tw
𰣊,ty
𰣋,gt
𰣌,tt
𰣍,tk
𰣎,tx
𰣏,tu
𰣐,ug
𰣑,tu
𰣒,pt
𰣓,mw
𰣔,tl
𰣕,ao
𰣖,tq
𰣗,pt
𰣘,mt
𰣙,tu
𰣚,tk
𰣛,to
𰣜,ky
𰣝,ao
𰣞,tt
𰣟,tt
𰣠,bz
𰣡,wz
𰣢,bx
𰣣,bv
𰣤,bd
𰣥,bj
𰣦,bw
𰣧,bb
𰣨,by
𰣩,bd
𰣪,by
𰣫,bb
𰣬,bq
𰣭,bn
𰣮,by
𰣯,bo
𰣰,bo
𰣱,pf
𰣲,bt
𰣳,ba
𰣴,bn
𰣵,be
𰣶,bb
𰣷,bd
𰣸,bx
𰣹,bd
